barcode	miRNA id	value
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART1-3p	5.72077552640246
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART1-5p	5.74989483212665
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART10	5.78667488030963
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART11-3p	5.87591344508978
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART11-5p	5.7246172668732
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART12	5.768696007314
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART13	8.3317998051802
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART14-3p	5.7692763741551
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART14-5p	5.75127470436373
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART15	5.75034744125994
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART16	5.80651431618944
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART17-3p	5.81072300198801
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART17-5p	5.90008516536882
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART18	5.73164397973652
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART19	6.95629949279662
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART2	5.82528451543463
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART20-3p	5.75431116976481
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART20-5p	5.71998117403198
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART3-3p	5.75404122416191
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART3-5p	5.73004103457282
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART4	5.82420285161577
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART5	5.8681904022252
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART6-3p	5.70947573298394
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART6-5p	5.74693230139715
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART7	6.4490418089463
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART8-3p	6.06450087469306
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART8-5p	5.73483676029519
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BART9	5.85387826806368
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BHRF1-1	5.92937717705496
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BHRF1-2	5.76904352466855
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BHRF1-2*	5.77629867917047
TCGA-06-0155-01B-01T-0525-07	ebv-miR-BHRF1-3	5.71297255292552
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL112	5.83180795879135
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL148D	5.87370189845735
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL22A	5.9147807181802
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL22A*	5.71097108088113
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL36	6.43247951306765
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL70-3p	7.59372342772312
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-UL70-5p	5.76129571941233
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US25-1	6.06515844935887
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US25-2-3p	5.84305777668651
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US25-2-5p	6.06933291892914
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US33	6.5223693534421
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US4	7.04901023718002
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US5-1	5.97708263983793
TCGA-06-0155-01B-01T-0525-07	hcmv-miR-US5-2	5.72152497856977
TCGA-06-0155-01B-01T-0525-07	hsa-let-7a	14.1207264284574
TCGA-06-0155-01B-01T-0525-07	hsa-let-7b	14.5252573122897
TCGA-06-0155-01B-01T-0525-07	hsa-let-7c	11.8684388073101
TCGA-06-0155-01B-01T-0525-07	hsa-let-7d	11.2106437694831
TCGA-06-0155-01B-01T-0525-07	hsa-let-7e	12.0792691975988
TCGA-06-0155-01B-01T-0525-07	hsa-let-7f	11.4660482813775
TCGA-06-0155-01B-01T-0525-07	hsa-let-7g	10.7362404856045
TCGA-06-0155-01B-01T-0525-07	hsa-let-7i	9.83306781359693
TCGA-06-0155-01B-01T-0525-07	hsa-miR-1	5.83217687037533
TCGA-06-0155-01B-01T-0525-07	hsa-miR-100	9.89778762209883
TCGA-06-0155-01B-01T-0525-07	hsa-miR-101	9.88531496495111
TCGA-06-0155-01B-01T-0525-07	hsa-miR-103	10.9080907700564
TCGA-06-0155-01B-01T-0525-07	hsa-miR-105	5.74206377598372
TCGA-06-0155-01B-01T-0525-07	hsa-miR-106a	10.3430687090356
TCGA-06-0155-01B-01T-0525-07	hsa-miR-106b	11.0466395041283
TCGA-06-0155-01B-01T-0525-07	hsa-miR-107	10.8401312694882
TCGA-06-0155-01B-01T-0525-07	hsa-miR-10a	6.99876082741264
TCGA-06-0155-01B-01T-0525-07	hsa-miR-10b	9.82821274980151
TCGA-06-0155-01B-01T-0525-07	hsa-miR-122a	5.77083708449933
TCGA-06-0155-01B-01T-0525-07	hsa-miR-124a	8.90231262467154
TCGA-06-0155-01B-01T-0525-07	hsa-miR-125a	10.8207126581325
TCGA-06-0155-01B-01T-0525-07	hsa-miR-125b	12.2741945354811
TCGA-06-0155-01B-01T-0525-07	hsa-miR-126	12.3303989391907
TCGA-06-0155-01B-01T-0525-07	hsa-miR-126*	6.29670280712447
TCGA-06-0155-01B-01T-0525-07	hsa-miR-127	9.22972707065921
TCGA-06-0155-01B-01T-0525-07	hsa-miR-128a	7.72727033362284
TCGA-06-0155-01B-01T-0525-07	hsa-miR-128b	8.74807152545871
TCGA-06-0155-01B-01T-0525-07	hsa-miR-129	6.40935914684762
TCGA-06-0155-01B-01T-0525-07	hsa-miR-130a	11.4191041906704
TCGA-06-0155-01B-01T-0525-07	hsa-miR-130b	8.72911700317984
TCGA-06-0155-01B-01T-0525-07	hsa-miR-132	9.45439798144637
TCGA-06-0155-01B-01T-0525-07	hsa-miR-133a	6.0344049275248
TCGA-06-0155-01B-01T-0525-07	hsa-miR-133b	6.09768576642422
TCGA-06-0155-01B-01T-0525-07	hsa-miR-134	7.43500330830237
TCGA-06-0155-01B-01T-0525-07	hsa-miR-135a	5.28039014595127
TCGA-06-0155-01B-01T-0525-07	hsa-miR-135b	6.17540871381556
TCGA-06-0155-01B-01T-0525-07	hsa-miR-136	8.3227182173293
TCGA-06-0155-01B-01T-0525-07	hsa-miR-137	6.84304806164008
TCGA-06-0155-01B-01T-0525-07	hsa-miR-138	6.82157410952919
TCGA-06-0155-01B-01T-0525-07	hsa-miR-139	6.9425404565857
TCGA-06-0155-01B-01T-0525-07	hsa-miR-140	8.33473952190875
TCGA-06-0155-01B-01T-0525-07	hsa-miR-141	6.17314358673528
